"","text","emotion","polarity"
"1948","did you know your child may be eligible for diasabilitybenefitsheres the infodisability vi","unknown","neutral"
"1949","thinking today about myyour disability is not my problem sarcasm foodallergy kindnessmatters","unknown","negative"
"1950","your disability is not my problem 
maybe u should reconsidertravel","unknown","negative"
"1951","thank youfor the powerful disability awareness fashion show in support of","unknown","positive"
"1952","did you know your child may be eligible for diasabilitybenefitsheres the info","unknown","positive"
"1953","disability please support and attend","joy","positive"
"1954","really so how comewrote defence policy anddisability policyshe edited it only","unknown","positive"
"1955","fed up of changing ts pad on filthy floors or in back of the car we needloosfragilex epilepsy","disgust","negative"
"1956","fed up of changing t in the back of the car bbc newsdisabled toilets when does accessible not mean accessible","disgust","neutral"
"1957","if my insurance company knew how often i was picked last in gym class theyd be charging me a lot more for disability cov","unknown","negative"
"1958","you can get disability just like all the lowlifes","joy","neutral"
"1959","take a look at our cqc report for southend gtdisability care charity","joy","positive"
"1960","research on article daw abt the disability we chose","unknown","positive"
"1961","psychological distress and physical disability in patients sustaining sevepsychiatry","sadness","negative"
"1962","its worldtoiletday
heres why changingplaces toilets mean so much to those living with disability in the uk","unknown","negative"
"1963","here are some pics from saturdays wales learning disability squad cap presentation the players were applauded by fans at ht","unknown","positive"
"1964","lrt yeah not exactly a disability but that was so disrespectful","unknown","negative"
"1965","special olympics chair texas standard of intellectual disability is horrifictime","unknown","positive"
"1966","mortgage disability insurance best mortgage lenderdebt","unknown","positive"
"1967","tips for apartment hunting with a disability","unknown","positive"
"1968","thanks to my daughters disability i met nurses doctors people whose attitude i admiredat erasmuspl","unknown","positive"
"1969","designing playgrounds for disabilitieseducation school teacher disability design","unknown","positive"
"1970","that renovation will be paid for by the taxpayer while the govt cut disability benefits throw our injured veterans onto th","unknown","neutral"
"1971","debt mortgage disability insurance best mortgage lender","unknown","positive"
"1972","do you have skills that might help us come and volunteer and help change perceptions of disability","unknown","positive"
"1973","policeshooting of behavior assistant under investigationmiami","unknown","positive"
"1974","my disability","unknown","positive"
"1975","were at the first annual geejunction disability awareness function at sabc radio park and were getting motivati","unknown","positive"
"1976","andriod match the shapes for autismusacanberra asd disability adhd au","unknown","positive"
